705;146
705;148
705;149
705;150
705;151
704;153
703;154
702;155
701;155
700;156
699;156
699;157
698;157
697;158
697;159
696;159
695;159
694;160
693;161
692;161
691;162
690;162
689;163
687;163
686;163
684;164
683;164
682;164
681;164
680;164
679;164
678;164
677;164
675;164
674;165
672;165
671;165
670;166
669;166
668;167
667;167
665;168
664;168
664;169
663;170
662;170
661;171
660;172
660;173
659;174
658;175
658;176
657;178
657;179
656;181
656;182
655;183
655;184
654;185
654;186
654;187
653;188
653;189
653;190
652;191
651;192
650;193
650;194
649;194
648;195
646;196
645;196
643;197
642;198
640;198
639;199
637;199
636;200
635;201
634;201
633;202
631;203
630;204
629;204
628;205
627;206
626;206
625;207
624;208
623;209
623;210
622;211
622;212
621;213
621;214
621;216
620;217
620;218
620;219
620;220
620;221
619;222
619;223
619;224
618;225
617;227
616;228
615;229
613;231
612;233
610;235
609;236
608;237
606;238
605;239
604;240
602;241
601;242
599;243
598;243
597;244
596;245
594;245
594;246
593;246
592;246
592;247
591;247
590;247
589;248
588;249
587;249
586;249
586;250
585;250
584;250
583;250
583;251
582;251
581;251
581;252
580;253
579;253
579;254
578;254
578;255
578;256
578;257
578;258
578;259
578;260
578;261
578;262
578;263
578;264
578;265
578;266
578;267
578;268
579;269
579;270
580;270
580;271
581;272
581;273
582;274
583;275
584;276
584;277
585;278
586;279
586;280
587;280
587;281
588;282
588;283
588;284
588;285
588;286
588;287
588;289
588;290
588;291
588;293
588;294
588;296
588;297
588;298
588;299
588;300
588;301
588;302
588;303
588;304
588;305
588;306
588;307
588;308
588;309
588;310
588;311
588;312
588;313
588;314
588;315
588;316
588;318
588;319
588;321
587;322
586;324
585;325
584;326
583;326
582;327
581;327
580;327
578;328
576;328
574;328
571;328
569;328
566;328
563;328
561;328
560;328
559;328
558;328
557;328
558;328
563;328
574;326
589;322
604;318
617;316
628;314
638;312
648;311
656;310
663;309
669;309
674;308
677;308
679;308
681;308
682;308
683;308
684;308
685;307
685;305
686;303
687;300
687;298
688;295
688;293
689;292
689;291
689;289
689;288
689;287
689;285
689;284
689;283
689;282
689;281
689;280
689;279
690;277
691;276
691;275
692;274
693;273
695;271
696;270
698;269
699;267
700;266
702;265
702;264
703;262
704;262
704;261
705;260
705;259
705;258
705;257
705;256
705;255
705;254
705;253
705;252
703;252
700;251
697;251
694;251
691;251
688;251
686;251
684;251
682;251
681;251
680;251
679;251
678;251
677;251
676;251
675;252
675;254
674;255
674;258
673;259
673;261
673;263
673;264
673;265
673;266
673;267
673;269
673;270
673;271
673;272
673;273
674;274
676;274
676;275
677;276
678;277
679;278
679;280
680;282
681;284
682;287
683;289
684;292
685;293
685;295
686;296
687;298
688;299
688;300
689;301
690;302
690;303
691;304
691;305
691;306
691;307
691;308
691;310
691;311
691;314
691;316
691;317
691;319
691;320
690;321
689;322
688;322
688;323
687;323
685;323
684;323
682;323
680;323
679;323
677;323
675;323
673;323
672;323
670;323
669;323
667;322
666;322
665;322
664;322
663;322
662;322
662;324
662;326
662;328
662;329
662;331
661;333
660;334
658;335
656;337
654;338
650;340
647;341
644;342
640;343
636;343
631;343
625;343
618;343
612;343
605;343
598;343
591;343
583;343
576;343
569;343
563;341
558;338
555;334
552;328
550;321
550;314
550;308
550;303
550;299
550;295
552;290
555;286
558;282
559;280
560;278
561;277
562;277
562;276
563;276
563;275
564;275
564;274
564;273
564;272
564;271
564;270
564;269
564;268
563;268
562;268
561;268
559;268
558;268
557;268
556;268
555;269
554;270
553;271
552;272
551;273
550;274
550;275
549;276
548;278
547;279
546;280
545;281
544;283
544;284
543;285
542;285
542;286
542;287
541;288
541;290
541;291
541;293
541;295
541;297
541;298
541;300
541;301
541;302
541;303
541;304
541;305
541;306
541;307
541;308
541;309
541;310
541;311
541;312
540;312
538;312
536;312
534;312
531;312
529;312
526;312
523;312
520;312
517;312
515;312
512;312
510;312
509;312
507;311
506;311
506;310
505;310
504;310
503;310
502;310
502;311
502;312
502;314
504;316
506;318
508;321
509;323
511;324
513;326
515;328
517;330
519;332
520;333
522;335
523;336
524;337
525;338
525;340
526;341
526;342
526;343
527;344
527;345
527;346
527;347
527;348
527;349
527;350
527;351
527;352
525;353
524;355
523;356
521;357
520;358
519;359
518;360
517;360
516;362
515;362
515;363
514;364
513;364
513;365
512;366
512;367
512;368
512;369
512;370
512;371
512;372
512;373
512;374
512;375
512;377
512;378
512;379
512;380
512;381
512;383
513;384
514;385
515;387
516;388
518;389
519;390
520;392
522;393
523;394
524;395
526;396
527;397
528;398
530;400
531;401
532;402
534;402
535;403
536;404
537;405
538;405
539;406
540;407
541;408
542;409
543;409
543;410
544;410
544;411
545;411
545;412
545;413
545;414
545;415
545;416
544;417
542;417
539;417
537;417
535;417
533;417
531;417
530;417
528;417
527;417
526;417
525;417
524;417
523;417
522;417
521;417
521;419
521;420
521;421
521;422
520;424
519;425
519;427
518;428
517;430
516;431
515;432
515;433
514;434
513;436
512;437
511;438
510;440
509;442
508;443
506;445
506;446
505;447
505;448
504;448
504;449
503;449
503;450
502;450
502;451
501;452
501;453
500;454
500;455
499;455
499;456
498;456
498;457
497;457
497;458
497;459
496;460
495;461
495;462
494;463
494;464
493;465
493;466
492;467
491;468
491;469
490;470
489;471
488;472
487;473
487;474
486;475
485;476
484;477
483;479
483;480
482;481
481;482
481;483
480;484
713;159
713;165
713;172
713;177
713;181
713;184
713;188
713;193
713;197
713;201
716;205
718;208
720;211
723;213
726;215
729;217
732;218
736;220
738;220
741;221
744;221
746;222
748;222
750;222
753;222
755;222
757;222
760;222
762;221
764;219
765;218
766;217
767;216
768;215
769;215
769;214
770;214
770;213
770;212
770;211
770;210
770;209
770;208
487;530
489;531
491;532
492;533
493;533
494;534
495;534
495;535
496;535
496;536
497;537
498;537
498;538
499;538
499;539
499;540
500;540
500;541
489;492
489;494
489;496
489;498
489;501
489;503
489;506
489;508
489;509
489;510
489;511
489;513
489;514
489;515
489;516
489;517
489;518
489;519
489;520
489;521
489;522
489;523
489;524
490;524
492;524
494;524
495;524
497;524
499;524
501;525
502;525
503;525
505;525
506;525
507;525
508;525
509;526
510;526
511;526
512;526
513;526
513;527
514;527
515;528
516;528
517;529
518;530
519;531
520;531
520;532
521;532
521;533
522;534
524;536
525;537
525;538
526;539
527;540
528;541
528;542
529;543
529;544
530;544
530;545
530;546
531;547
531;548
531;549
531;550
531;551
531;552
531;553
531;554
531;555
531;556
531;557
531;558
531;559
531;560
531;561
530;562
529;563
528;564
528;565
527;566
526;566
526;567
525;567
525;568
524;569
523;569
522;569
521;569
520;570
519;570
518;570
517;570
516;571
515;571
514;571
513;571
512;571
511;571
510;571
509;571
508;571
507;569
507;568
507;567
507;566
507;565
507;564
507;563
507;562
507;561
507;560
507;559
508;558
509;558
510;557
511;557
512;556
513;556
514;556
514;555
515;555
516;555
517;555
518;555
519;555
520;555
521;555
522;555
524;555
525;555
526;555
527;555
528;555
528;556
529;557
530;558
531;559
532;560
533;561
534;562
536;563
537;564
538;565
540;566
541;567
543;568
544;569
546;570
548;570
550;571
552;571
554;572
556;572
559;572
561;573
564;573
566;573
569;573
570;574
572;574
573;574
574;574
575;574
576;574
576;573
576;571
576;570
576;569
576;567
576;566
576;565
576;564
575;563
574;563
573;562
573;561
572;561
571;560
570;559
570;558
569;557
569;556
569;555
569;554
569;553
569;552
569;551
570;550
571;548
572;546
573;544
573;542
574;539
575;537
575;535
575;533
575;531
575;529
575;527
575;525
575;524
575;521
575;519
575;517
575;516
575;514
575;513
575;512
575;511
575;510
575;509
576;508
577;508
579;508
581;507
584;507
586;507
588;507
589;507
590;507
591;507
592;507
593;507
594;506
595;505
596;504
596;503
597;502
598;500
599;498
599;496
600;494
600;492
600;490
600;487
600;485
600;483
598;481
595;480
593;478
590;477
586;476
583;475
579;475
574;475
570;475
566;475
563;475
560;475
558;475
556;475
554;475
553;475
552;475
551;476
550;477
550;478
549;479
549;480
549;482
549;483
549;484
549;485
549;486
550;487
553;487
556;487
561;487
565;487
569;487
572;487
575;487
578;487
580;486
581;485
581;484
582;483
583;481
584;480
584;478
585;476
585;473
586;472
586;470
586;469
586;467
586;465
586;463
586;462
586;461
586;459
586;458
586;457
586;455
585;454
585;453
584;452
584;451
584;450
584;449
584;448
584;447
584;446
584;445
584;444
584;443
584;442
584;440
583;439
582;437
581;436
579;434
576;431
573;429
569;426
564;423
560;421
555;418
552;416
549;415
546;414
545;413
544;413
543;412
542;412
541;412
541;411
554;389
555;389
556;388
557;387
558;386
559;385
560;385
561;384
563;383
564;382
565;381
566;381
567;380
568;379
569;379
570;378
571;378
572;377
574;376
575;376
576;375
577;375
578;375
578;374
579;374
580;374
580;373
581;373
582;373
583;373
584;373
585;373
586;373
587;373
588;373
589;373
590;373
591;373
592;373
593;372
593;371
593;370
593;369
593;368
593;367
593;366
593;365
593;364
592;364
591;363
590;363
589;363
588;363
587;363
586;363
585;363
584;363
583;363
582;363
581;363
580;363
579;363
578;363
578;362
578;361
578;359
578;358
578;357
579;356
581;355
582;355
583;354
585;353
586;352
588;352
590;352
591;351
592;351
593;351
595;351
596;351
597;351
598;351
599;351
600;351
601;351
602;351
603;351
604;351
605;351
606;351
607;352
608;352
609;353
610;353
611;354
612;354
613;355
614;355
616;356
617;356
618;357
620;358
621;358
622;359
623;359
625;360
626;360
627;361
629;361
630;362
632;362
633;363
635;363
637;364
639;364
641;364
643;365
645;365
